id	label	cis_code	generic_type	elt_number	drug_name
1240	LÉVOBUPIVACAÏNE (CHLORHYDRATE DE) 5 mg/mL - CHIROCAÏNE 5 mg/ml, solution injectable ou solution à diluer pour perfusion	67992973	0	1	CHIROCAÏNE 5 mg/ml, solution injectable ou solution à diluer pour perfusion
14	OMEPRAZOLE 20 mg - MOPRAL 20 mg, gélule gastro-résistante - ZOLTUM 20 mg, gélule gastro-résistante	67995040	1	11	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
387	CLARITHROMYCINE 500 mg - ZECLAR 500 mg, comprimé pelliculé	67997205	0	1	ZECLAR 500 mg, comprimé pelliculé
1294	FORMOTEROL (FUMARATE DE) DIHYDRATE 12 microgrammes - FORADIL 12 microgrammes, poudre pour inhalation en gélule	67997721	1	2	FORMOTEROL BIOGARAN 12 microgrammes, poudre pour inhalation en gélule
963	RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé	68001016	1	10	RALOXIFENE SANDOZ 60 mg, comprimé pelliculé
1005	LIDOCAÏNE (CHLORHYDRATE DE) 10 mg - XYLOCAINE 10mg/ml SANS CONSERVATEUR, solution injectable.	68001023	1	3	LIDOCAINE AGUETTANT 10 mg/ml SANS CONSERVATEUR, solution injectable
1373	IVABRADINE (CHLORHYDRATE D') équivalant à IVABRADINE 7,5 mg - PROCORALAN 7,5 mg, comprimé pelliculé	68004005	1	7	IVABRADINE EG 7,5 mg, comprimé pelliculé
1010	ACIDE RISEDRONIQUE équivalant à RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE 75 mg  - ACTONEL 75 mg, comprimé pelliculé.	68004603	1	5	RISEDRONATE EG 75 mg, comprimé pelliculé
698	TRAMADOL (CHLORHYDRATE DE) 100 mg - CONTRAMAL L.P. 100  mg, comprimé à libération prolongée - TOPALGIC L.P. 100 mg, comprimé à libération prolongée.	68006209	1	13	TRAMADOL ZENTIVA LP 100 mg, comprimé à libération prolongée
824	RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE  4,5 mg - EXELON 4,5 mg, gélule	68008765	1	4	RIVASTIGMINE ACTAVIS 4,5 mg, gélule
55	FUROSEMIDE 20 mg - LASILIX FAIBLE 20 mg, comprimé.	68009803	1	2	FUROSEMIDE ARROW 20 mg, comprimé sécable
1086	ACIDE ZOLÉDRONIQUE MONOHYDRATÉ équivalant à ACIDE ZOLÉDRONIQUE 4 mg/5ml - ZOMETA 4 mg/5 ml, solution à diluer pour perfusion	68011537	1	7	ACIDE ZOLEDRONIQUE MYLAN 4 mg/5 ml, solution à diluer pour perfusion
1245	VALGANCICLOVIR (CHLORHYDRATE DE) équivalant à valganciclovir 450 mg - ROVALCYTE 450 mg, comprimé pelliculé	68011551	1	2	VALGANCICLOVIR ACCORD 450 mg, comprimé pelliculé
413	MIRTAZAPINE 15 mg - NORSET 15 mg, comprimé pelliculé.	68011932	1	3	MIRTAZAPINE ARROW 15 mg, comprimé pelliculé
381	PRAVASTATINE SODIQUE 40 mg - ELISOR 40 mg, comprimé - VASTEN 40 mg, comprimé.	68013125	0	1	ELISOR 40 mg, comprimé
1034	ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 2 mg - REQUIP LP 2 mg, comprimé à libération prolongée.	68014323	1	2	ROPINIROLE ARROW LP 2 mg, comprimé pelliculé à libération prolongée
89	VERAPAMIL (CHLORHYDRATE DE) 240 mg - ISOPTINE L.P. 240 mg, comprimé pelliculé sécable à libération prolongée.	68015158	1	5	VERAPAMIL SANDOZ L.P. 240 mg, comprimé pelliculé sécable à libération prolongée
424	MELOXICAM 7,5 mg - MOBIC 7,5 mg, comprimé.	68015560	1	3	MELOXICAM EG 7,5 mg, comprimé
57	SPIRONOLACTONE 50 mg - ALDACTONE 50 mg, comprimé sécable.	68016712	1	9	SPIRONOLACTONE RPG 50 mg, comprimé
310	LORATADINE 10 mg - CLARITYNE 10 mg, comprimé	68017159	1	19	LORATADINE TORRENT 10 mg, comprimé
1103	ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 10 mg - SEROPLEX 10 mg, comprimé pelliculé sécable	68017682	1	18	ESCITALOPRAM ZENTIVA LAB 10 mg, comprimé pelliculé sécable
872	IRBESARTAN 150 mg - APROVEL 150 mg, comprimé.	68018026	1	2	IRBESARTAN ALTER 150 mg, comprimé pelliculé
413	MIRTAZAPINE 15 mg - NORSET 15 mg, comprimé pelliculé.	68022786	1	13	MIRTAZAPINE TEVA 15 mg, comprimé pelliculé
1243	ÉPLÉRÉNONE 25 mg - INSPRA 25 mg, comprimé pelliculé	68024456	1	9	EPLERENONE TEVA 25 mg, comprimé pelliculé
293	PIRACETAM 800 mg - NOOTROPYL 800 mg, comprimé pelliculé	68024470	1	7	PIRACETAM ZYDUS 800 mg, comprimé pelliculé sécable
124	PROGESTERONE 200 mg - UTROGESTAN 200 mg, capsule molle orale ou vaginale	68025857	1	3	PROGESTAN 200 mg, capsule molle ou capsule molle vaginale
417	CEFTAZIDIME 2 g - FORTUM 2 g, poudre pour solution injectable (IV) ou pour perfusion.	68026076	1	8	CEFTAZIDIME TEVA 2 g, poudre pour solution injectable
544	CEFTRIAXONE (SODIQUE) équivalant à CEFTRIAXONE 1 g - ROCEPHINE 1 g, poudre pour solution injectable.	68026724	1	4	CEFTRIAXONE PANPHARMA 1 g, poudre pour solution injectable
1033	ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 4 mg - REQUIP LP 4 mg, comprimé à libération prolongée.	68028166	1	5	ROPINIROLE KRKA LP 4 mg, comprimé à libération prolongée
604	NEBIVOLOL (CHLORHYDRATE DE) équivalant à NEBIVOLOL 5 mg - TEMERIT 5 mg, comprimé quadrisécable - NEBILOX 5 mg, comprimé quadrisécable.	68029656	1	7	NEBIVOLOL EG 5 mg, comprimé quadrisécable
297	SALBUTAMOL (SULFATE DE) équivalant à SALBUTAMOL 2,5 mg - VENTOLINE 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose.	68036348	1	3	SALBUTAMOL TEVA 2,5 mg/2,5 mL, solution pour inhalation par nébuliseur en récipient unidose
914	ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 20 mg ATORVASTATINE  - TAHOR 20 mg, comprimé pelliculé.	68036693	1	19	ATORVASTATINE MYLAN PHARMA 20 mg, comprimé pelliculé
1267	DULOXÉTINE (CHLORHYDRATE DE) équivalant à DULOXÉTINE 60 mg - CYMBALTA 60 mg, gélule gastro-résistante	68037642	1	12	DULOXETINE TEVA SANTE 60 mg, gélule gastro-résistante
911	ZOLMITRIPTAN 2,5 mg - ZOMIGORO 2,5 mg, comprimé orodispersible.	68037788	1	8	ZOLMITRIPTAN EG 2,5 mg, comprimé orodispersible
354	SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé.	68039643	1	8	SPIRAMYCINE/METRONIDAZOLE BIOGARAN 1,5 M.U.I./250 mg, comprimé pelliculé
1131	ÉFAVIRENZ 600 mg - SUSTIVA 600 mg, comprimé pelliculé	68039999	1	5	EFAVIRENZ MYLAN 600 mg, comprimé pelliculé
306	CARBOCISTEINE 5 % - MUCOPLEXIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique.	68040364	1	8	CARBOCISTEINE MYLAN 5% ADULTE SANS SUCRE, solution buvable édulcorée au maltitol liquide et au sorbitol
825	IRBESARTAN 150 mg - APROVEL 150 mg, comprimé pelliculé	68041612	1	4	IRBESARTAN ARROW LAB 150 mg, comprimé pelliculé
94	CAPTOPRIL 25 mg - CAPTOLANE 25 mg, comprimé sécable - LOPRIL 25 mg, comprimé sécable.	68042657	1	9	CAPTOPRIL TEVA 25 mg, comprimé quadrisécable
903	ACÉTYLCYSTÉINE 200 mg - FLUIMUCIL EXPECTORANT ACETYLCYSTEINE 200 mg SANS SUCRE, granulés pour solution buvable en sachet édulcorés à l'aspartam et au sorbitol	68043798	1	3	ACETYLCYSTEINE EG 200 mg, poudre pour solution buvable en sachet-dose
59	AMILORIDE (CHLORHYDRATE D’) 5 mg + HYDROCHLOROTHIAZIDE 50 mg - MODURETIC, comprimé sécable	68045361	1	2	AMILORIDE HYDROCHLOROTHIAZIDE TEVA 5 mg/50 mg, comprimé
307	AMBROXOL (CHLORHYDRATE D') 30 mg - SURBRONC EXPECTORANT AMBROXOL 30 mg, comprimé sécable.	68049089	1	3	AMBROXOL BIOGARAN CONSEIL 30 mg, comprimé sécable
766	ROPIVACAÏNE (CHLORHYDRATE DE) 2 mg/ml - NAROPEINE 2 mg/ml, solution injectable en poche.	68050052	1	2	ROPIVACAINE MYLAN 2 mg/ml, solution pour perfusion en poche
864	CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable	68050650	1	16	CANDESARTAN ZYDUS 8 mg, comprimé sécable
1099	CÉLÉCOXIB 100 mg - CELEBREX 100 mg, gélule	68052288	1	10	CELECOXIB PFIZER 100 mg, gélule
2	CIMETIDINE 200 mg - TAGAMET 200 mg, comprimé effervescent	68053454	1	2	CIMETIDINE ARROW 200 mg, comprimé effervescent
28	NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule	68053582	0	2	ERCEFURYL 200 mg, gélule
23	DOMPERIDONE 10 mg - MOTILIUM 10 mg, comprimé pelliculé - PERIDYS 10 mg, comprimé pelliculé.	68054595	1	12	DOMPERIDONE ZYDUS 10 mg, comprimé pelliculé
128	CHLORMADINONE (ACETATE DE) 10 mg - LUTERAN 10 mg, comprimé	68054823	0	1	LUTERAN 10 mg, comprimé
463	BUPRENORPHINE (CHLORHYDRATE DE) 0,4 mg - SUBUTEX 0,4 mg, comprimé sublingual.	68055124	1	8	BUPRENORPHINE SANDOZ 0,4 mg, comprimé sublingual
1075	RAMIPRIL  5 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - COTRIATEC 5 mg/12,5 mg, comprimé	68056436	0	1	COTRIATEC 5 mg/12,5 mg, comprimé
393	LAMOTRIGINE 5 mg - LAMICTAL 5 mg, comprimé dispersible ou à croquer.	68058063	0	1	LAMICTAL 5 mg, comprimé dispersible ou à croquer
1377	TRAVOPROST 40 microgrammes/ml - TRAVATAN 40 microgrammes/ml, collyre en solution	68058227	1	10	TRAVOPROST ZENTIVA 40 microgrammes/mL, collyre en solution
826	RIVASTIGMINE (HYDROGENOTARTRATE DE ) équivalant à RIVASTIGMINE 6 mg - EXELON 6 mg, gélule	68062738	1	6	RIVASTIGMINE BIOGARAN 6 mg, gélule
89	VERAPAMIL (CHLORHYDRATE DE) 240 mg - ISOPTINE L.P. 240 mg, comprimé pelliculé sécable à libération prolongée.	68065392	1	4	VERAPAMIL RATIOPHARM LP 240 mg, comprimé pelliculé sécable à libération prolongée
847	VALSARTAN 40 mg - TAREG 40 mg, comprimé pelliculé sécable - NISIS 40 mg, comprimé pelliculé sécable.	68065816	1	10	VALSARTAN MYLAN PHARMA 40 mg, comprimé pelliculé sécable
437	GLIMEPIRIDE 4 mg - AMAREL 4 mg, comprimé.	68066416	1	3	GLIMEPIRIDE ARROW 4 mg, comprimé
713	FLUVASTATINE SODIQUE équivalant à FLUVASTATINE 80 mg - LESCOL L.P. 80 mg, comprimé pelliculé à libération prolongée - FRACTAL L.P. 80 mg, comprimé pelliculé à libération prolongée.	68067589	1	14	FLUVASTATINE SANDOZ LP 80 mg, comprimé pelliculé à libération prolongée
655	VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé	68070731	1	2	VALACICLOVIR ALMUS 500 mg, comprimé pelliculé sécable
76	SOTALOL (CHLORHYDRATE DE) 160 mg - SOTALEX 160 mg, comprimé sécable	68076314	1	10	SOTALOL ZENTIVA 160 mg, comprimé sécable
795	MONTELUKAST SODIQUE équivalant à MONTELUKAST 10 mg - SINGULAIR 10 mg, comprimé pelliculé.	68077576	1	2	MONTELUKAST ACCORD HEALTHCARE 10 mg, comprimé pelliculé
1212	LÉVODOPA 150 mg +  CARBIDOPA 37,5 mg  +  ENTACAPONE 200 mg - STALEVO 150 mg/37,5 mg/200 mg, comprimé pelliculé	68077882	1	2	CORBILTA 150 mg/37,5 mg/200 mg, comprimé pelliculé
101	CAPTOPRIL 50 mg + HYDROCHLOROTHIAZIDE 25 mg - ECAZIDE, comprimé sécable - CAPTEA, comprimé sécable.	68078991	1	9	CAPTOPRIL/HYDROCHLOROTHIAZIDE EG 50 mg/25 mg, comprimé sécable
1027	LEVETIRACETAM 500 mg - KEPPRA 500 mg, comprimé pelliculé.	68079965	1	14	LEVETIRACETAM EVOLUGEN 500 mg, comprimé pelliculé sécable
394	LAMOTRIGINE 25 mg - LAMICTAL 25 mg, comprimé dispersible ou à croquer.	68080063	0	1	LAMICTAL 25 mg, comprimé dispersible ou à croquer
1214	LÉVODOPA 200 mg  +  CARBIDOPA 50 mg +  ENTACAPONE 200 mg - STALEVO 200 mg/50 mg/200 mg, comprimé pelliculé	68080241	1	5	LEVODOPA/CARBIDOPA/ENTACAPONE EG 200 mg/50 mg/200 mg, comprimé pelliculé
95	CAPTOPRIL 50 mg - CAPTOLANE 50 mg, comprimé sécable - LOPRIL 50 mg, comprimé sécable.	68080825	1	6	CAPTOPRIL EG 50 mg, comprimé sécable
1403	AMLODIPINE (BESILATE D') équivalant à AMLODIPINE 10 mg + VALSARTAN 160 mg - EXFORGE 10 mg/160 mg, comprimé pelliculé	68083942	1	4	AMLODIPINE/VALSARTAN TEVA 10 mg/160 mg, comprimé pelliculé
232	THIOCOLCHICOSIDE 4 mg - COLTRAMYL 4 mg, comprimé	68086109	1	8	THIOCOLCHICOSIDE CRISTERS 4 mg, comprimé
601	LANSOPRAZOLE 30 mg - OGASTORO 30 mg, comprimé orodispersible.	68088245	0	1	OGASTORO 30 mg, comprimé orodispersible
150	AMOXICILLINE 1 g - CLAMOXYL 1 g, comprimé dispersible	68088430	1	13	AMOXICILLINE RANBAXY 1 g, comprimé dispersible
1415	ENTECAVIR 0,5 mg - BARACLUDE 0,5 mg, comprimé pelliculé	68094554	1	2	ENTECAVIR BIOGARAN 0,5 mg, comprimé pelliculé
276	ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable	68095898	1	3	ZOLPIDEM ALTER 10 mg, comprimé pelliculé sécable
467	AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule.	68096904	1	16	AMLODIPINE SANDOZ 10 mg, gélule
17	PHLOROGLUCINOL 80 mg - SPASFON LYOC 80 mg, lyophilisat oral	68097340	1	10	PHLOROGLUCINOL SANDOZ CONSEIL 80 mg, comprimé orodispersible
371	FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion.	68100263	1	8	FLUCONAZOLE TEVA 2 mg/ml, solution pour perfusion
481	FLUMAZENIL 0,5 mg/5 ml - ANEXATE 0,5 mg/5 ml, solution injectable (I.V.) (AMPOULE de 5 ml).	68101988	1	3	FLUMAZENIL PANPHARMA 0,1 mg/ml, solution injectable
433	FLUMAZENIL 1 mg/10 ml - ANEXATE 1 mg/10 ml, solution injectable IV (AMPOULE de 10 ml).	68101988	1	4	FLUMAZENIL PANPHARMA 0,1 mg/ml, solution injectable
36	TICLOPIDINE (CHLORHYDRATE DE) 250 mg - TICLID 250 mg, comprimé pelliculé	68103010	1	4	TICLOPIDINE MYLAN 250 mg, comprimé pelliculé
732	ALPROSTADIL 0,5 mg/ml - PROSTINE VR 0,5 mg/ml, solution injectable.	68103252	0	1	PROSTINE VR 0,5 mg/ml, solution injectable
1016	FENTANYL (CITRATE DE) équivalant à FENTANYL 500 microgrammes/10 ml - FENTANYL JANSSEN 500 microgrammes/10 ml, solution injectable en ampoule (AMPOULE DE 10 ml).	68104646	1	2	FENTANYL RENAUDIN 50 microgrammes/mL, solution injectable en ampoule (IV et péridurale)
1015	FENTANYL (CITRATE DE) équivalant à FENTANYL 100 microgrammes/2 ml - FENTANYL JANSSEN 100 microgrammes/2 ml, solution injectable en ampoule (AMPOULE DE 2 ml).	68104646	1	2	FENTANYL RENAUDIN 50 microgrammes/mL, solution injectable en ampoule (IV et péridurale)
681	CABERGOLINE  0,5 mg, - DOSTINEX 0,5 mg, comprimé.	68105965	1	2	CABERGOLINE SANDOZ 0,5 mg, comprimé sécable
242	TRAMADOL (CHLORHYDRATE DE) 50 mg - CONTRAMAL 50 mg, gélule - TOPALGIC 50 mg, gélule.	68106394	1	3	BIODALGIC 50 mg, comprimé effervescent
892	SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.	68107934	0	1	VIAGRA 25 mg, comprimé pelliculé
715	FENTANYL 12 microgrammes/heure - DUROGESIC 12 microgrammes/heure, dispositif transdermique.	68108025	0	1	DUROGESIC 12 microgrammes/heure, dispositif transdermique
1100	CÉLÉCOXIB 200 mg - CELEBREX 200 mg, gélule	68110962	1	3	CELECOXIB ARROW 200 mg, gélule
1180	ATOSIBAN (ACÉTATE D') équivalant à ATOSIBAN 37,5 mg pour 5 ml - TRACTOCILE 37,5 mg/5 ml, solution à diluer pour perfusion	68114697	1	4	ATOSIBAN PANPHARMA 37,5 mg/5 ml, solution à diluer pour perfusion
894	REMIFENTANIL (CHLORHYDRATE DE) équivalant à REMIFENTANIL 1 mg - ULTIVA 1 mg, poudre pour solution injectable ou pour perfusion.	68115596	1	5	REMIFENTANIL MYLAN 1 mg, poudre pour solution injectable ou pour perfusion
764	LERCANIDIPINE (CHLORHYDRATE DE) 20 mg - ZANIDIP 20 mg, comprimé pelliculé - LERCAN 20 mg, comprimé pelliculé.	68115945	1	17	LERCANIDIPINE TEVA SANTE 20 mg, comprimé pelliculé
32	METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé	68117871	1	13	METFORMINE MYLAN 850 mg, comprimé dispersible
819	IRBESARTAN 300 mg - APROVEL 300 mg, comprimé pelliculé	68121332	1	8	IRBESARTAN EG 300 mg, comprimé pelliculé
340	GABAPENTINE 400 mg - NEURONTIN 400 mg, gélule.	68122911	1	12	GABAPENTINE SANDOZ 400 mg, gélule
198	ACICLOVIR 200 mg - ZOVIRAX 200 mg, comprimé	68623395	1	4	ACICLOVIR ARROW LAB 200 mg, comprimé
1019	BESILATE DE CISATRACURIUM équivalant à CISATRACURIUM 2 mg/ml - NIMBEX 2 mg/ml, solution injectable/pour perfusion	68123109	0	1	NIMBEX 2 mg/ml, solution injectable/pour perfusion
120	DESOGESTREL 150 microgrammes + ETHINYLESTRADIOL 30 microgrammes - VARNOLINE, comprimé	68123988	1	5	DESOGESTREL/ETHINYLESTRADIOL MYLAN 150 microgrammes/30 microgrammes, comprimé
196	FLUCONAZOLE 100 mg - TRIFLUCAN 100 mg, gélule	68125487	1	11	FLUCONAZOLE TEVA 100 mg, gélule
914	ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 20 mg ATORVASTATINE  - TAHOR 20 mg, comprimé pelliculé.	68125932	1	4	ATORVASTATINE ACCORD 20 mg, comprimé pelliculé
87	NITRENDIPINE 20 mg - BAYPRESS 20 mg, comprimé - NIDREL 20 mg, comprimé.	68126062	1	3	NITRENDIPINE MYLAN 20 mg, comprimé sécable
1355	OXYCODONE (CHLORHYDRATE D') 10 mg - OXYNORM 10 mg, gélule	68127381	0	1	OXYNORM 10 mg, gélule
97	ENALAPRIL (MALEATE D') 20 mg - RENITEC 20 mg, comprimé.	68128273	0	1	RENITEC 20 mg, comprimé
671	CLARITHROMYCINE 25 mg/ml - ZECLAR 25 mg/ml, granulés pour suspension buvable	68129222	1	5	CLARITHROMYCINE SANDOZ 25 mg/ml, granulés pour suspension buvable
49	MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable	68131878	0	1	CORVASAL 2 mg, comprimé sécable
140	DOXYCYCLINE 100 mg - VIBRAMYCINE N 100 mg, comprimé sécable.	68133466	1	2	DOXYCYCLINE MYLAN 100 mg, comprimé sécable
1212	LÉVODOPA 150 mg +  CARBIDOPA 37,5 mg  +  ENTACAPONE 200 mg - STALEVO 150 mg/37,5 mg/200 mg, comprimé pelliculé	68134034	1	4	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 150 mg/37,5 mg/200 mg, comprimé pelliculé
265	AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.	68135556	1	5	AMISULPRIDE EG 200 mg, comprimé sécable
896	REMIFENTANIL (CHLORHYDRATE DE) équivalant à REMIFENTANIL 5 mg  - ULTIVA 5 mg, poudre pour solution injectable ou pour perfusion.	68136868	0	1	ULTIVA 5 mg, poudre pour solution injectable ou pour perfusion
1304	AMYLMETACRESOL 0,6 mg + ALCOOL DICHLORO-2,4-BENZYLIQUE 1,2 mg + CHLORHYDRATE DE LIDOCAÏNE 2 mg - STREPSILS LIDOCAINE, pastille	68139273	0	1	STREPSILS LIDOCAINE, pastille
884	REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.	68139992	1	7	REPAGLINIDE CRISTERS 2 mg, comprimé
1375	URAPIDIL 30 mg - EUPRESSYL 30 mg, gélule	68140336	0	1	EUPRESSYL 30 mg, gélule
591	LANSOPRAZOLE 30 mg - LANZOR 30 mg, gélule gastro-résistante - OGAST 30 mg, gélule gastro-résistante.	68143802	0	1	LANZOR 30 mg, gélule gastro-résistante
156	AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE + ACIDE CLAVULANIQUE 100 mg + 12,5 mg par ml NOURRISSONS (Rapport amoxicilline/acide clavulanique : 8/1) - AUGMENTIN 100 mg/12,50 mg par ml NOURRISSONS, poudre pour suspension buvable (Rapport amoxicilline/acide clavulanique : 8/1) - CIBLOR 100 mg/12,50 mg par ml NOURRISSONS, poudre pour suspension buvable (Rapport amoxicilline/acide clavulanique : 8/1).	68144249	1	5	AMOXICILLINE ACIDE CLAVULANIQUE MYLAN 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)
1189	PARACÉTAMOL  500 mg +  CHLORPHÉNAMINE (MALÉATE DE) 4 mg - HUMEXLIB PARACETAMOL CHLORPHENAMINE 500 mg/4 mg, gélule	68144352	0	1	HUMEXLIB PARACETAMOL CHLORPHENAMINE 500 mg/4 mg, gélule
1103	ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 10 mg - SEROPLEX 10 mg, comprimé pelliculé sécable	68144676	1	19	ESCITALOPRAM ZYDUS 10 mg, comprimé pelliculé sécable
466	FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé.	68147971	1	8	FOSINOPRIL ZENTIVA 20 mg, comprimé
419	GLIBENCLAMIDE 2,5 mg - HEMI-DAONIL 2,5 mg, comprimé sécable.	68151222	1	5	GLIBENCLAMIDE RANBAXY 2,5 mg, comprimé sécable
1022	GLICLAZIDE 60 mg - DIAMICRON 60 mg, comprimé sécable à libération modifiée.	68153561	1	6	GLICLAZIDE CRISTERS 60 mg, comprimé sécable à libération modifiée
866	CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.	68155046	1	9	CANDESARTAN MYLAN PHARMA 32 mg, comprimé sécable
1353	SILDÉNAFIL (CITRATE DE) équivalant à SILDÉNAFIL 20 mg - REVATIO 20 mg, comprimé pelliculé	68155950	0	1	REVATIO 20 mg, comprimé pelliculé
1099	CÉLÉCOXIB 100 mg - CELEBREX 100 mg, gélule	68156269	1	16	CELECOXIB ZYDUS 100 mg, gélule
61	PENTOXIFYLLINE 400 mg - TORENTAL LP 400 mg, comprimé enrobé à libération prolongée	68156358	1	4	PENTOXIFYLLINE EG LP 400 mg, comprimé pelliculé à libération prolongée
457	ALENDRONATE MONOSODIQUE TRIHYDRATE 70 mg - FOSAMAX 70 mg, comprimé.	68157307	1	3	ACIDE ALENDRONIQUE ARROW 70 mg, comprimé
467	AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule.	68158195	1	6	AMLODIPINE BIOGARAN 10 mg, gélule
494	PERINDOPRIL TERT-BUTYLAMINE 4 mg, équivalant à 3,35 mg de PERINDOPRIL - PERINDOPRIL ARROW GENERIQUES 4 mg, comprimé sécable - PERINDOPRIL ARGININE 5 mg, équivalant à 3,35 mg de PERINDOPRIL - PERINDOPRIL TOSILATE 5 mg, équivalant à 3,35 mg de PERINDOPRIL- COVERSYL 5 mg, comprimé pelliculé sécable.	68159048	1	3	PERINDOPRIL ARGININE BIOGARAN 5 mg, comprimé pelliculé sécable
323	ENALAPRIL (MALEATE D') 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg - CO RENITEC, comprimé.	68162083	1	4	ENALAPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 mg/12,5 mg, comprimé sécable
1092	CICLOPIROX OLAMINE 1% - MYCOSTER 1 pour cent, crème	68162667	1	4	CICLOPIROX OLAMINE TEVA 1 %, crème
893	SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 100 mg - VIAGRA 100 mg, comprimé pelliculé.	68162966	1	5	SILDENAFIL ARROW LAB 100 mg, comprimé pelliculé
1037	DESLORATADINE 5 mg - AERIUS 5 mg, comprimé pelliculé -NEOCLARITYN 5 mg, comprimé pelliculé	68165033	1	21	DESLORATADINE ZYDUS 5 mg, comprimé pelliculé
1194	OXYCODONE (CHLORHYDRATE D') 30 mg - OXYCONTIN LP 30 mg, comprimé pelliculé à libération prolongée	68167080	1	3	OXYCODONE BIOGARAN LP 30 mg, comprimé pelliculé à libération prolongée
95	CAPTOPRIL 50 mg - CAPTOLANE 50 mg, comprimé sécable - LOPRIL 50 mg, comprimé sécable.	68170799	1	3	CAPTOPRIL ARROW 50 mg, comprimé sécable
1151	MUPIROCINE 2 % - MUPIDERM 2 %, pommade	68172597	1	3	MUPIROCINE BIOGARAN 2 %, pommade
268	DIAZEPAM 10 mg -VALIUM ROCHE 10 mg, comprimé sécable.	68176802	1	3	DIAZEPAM TEVA 10 mg, comprimé
1106	ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 5 mg - SEROPLEX 5 mg, comprimé pelliculé	68176955	1	18	ESCITALOPRAM ZENTIVA LAB 5 mg, comprimé pelliculé
242	TRAMADOL (CHLORHYDRATE DE) 50 mg - CONTRAMAL 50 mg, gélule - TOPALGIC 50 mg, gélule.	68178924	1	14	TRAMADOL TEVA 50 mg, comprimé
77	METOPROLOL (TARTRATE DE) 100 mg - LOPRESSOR 100 mg, comprimé pelliculé sécable - SELOKEN 100 mg, comprimé sécable.	68179830	0	2	SELOKEN 100 mg, comprimé sécable
103	SIMVASTATINE 40 mg - ZOCOR 40 mg, comprimé pelliculé - LODALES 40 mg, comprimé pelliculé.	68181322	1	12	SIMVASTATINE GERDA 40 mg, comprimé pelliculé
629	VENLAFAXINE (CHLORHYDRATE DE) équivalant à VENLAFAXINE 75 mg - EFFEXOR L.P. 75 mg, gélule à libération prolongée.	68181404	1	21	VENLAFAXINE TEVA SANTE L.P. 75 mg, gélule à libération prolongée
848	VALSARTAN 80 mg - TAREG 80 mg, comprimé pelliculé - NISIS 80 mg, comprimé pelliculé .	68181742	1	4	VALSARTAN ARROW GENERIQUES 80 mg, comprimé pelliculé sécable
196	FLUCONAZOLE 100 mg - TRIFLUCAN 100 mg, gélule	68182495	1	9	FLUCONAZOLE PFIZER 100 mg, gélule
